motor_catalogador.py | imports=['os', 'ast', 'collections'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\core.py | imports=['collections', 'os', 'typing', 'typing', 'abc', 'enum', 'string', 'copy', 'warnings', 're', 'sys', 'collections.abc', 'traceback', 'types', 'operator', 'functools', 'threading', 'pathlib', 'util', 'exceptions', 'actions', 'results', 'unicode', 'functools', 'typing', 'testing', 'diagram', 'pdb'] | funcoes=307 | classes=60
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\exceptions.py | imports=['re', 'sys', 'typing', 'util', 'unicode', 'inspect', 'core'] | funcoes=16 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\helpers.py | imports=['html.entities', 're', 'sys', 'typing', None, 'core', 'util'] | funcoes=39 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\results.py | imports=['collections.abc', 'pprint', 'typing'] | funcoes=46 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\testing.py | imports=['contextlib', 'typing', 'core'] | funcoes=12 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\unicode.py | imports=['sys', 'itertools', 'typing', 'pip._vendor.pyparsing'] | funcoes=10 | classes=20
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\util.py | imports=['inspect', 'warnings', 'types', 'collections', 'itertools', 'functools', 'typing'] | funcoes=28 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\__init__.py | imports=['typing', 'util', 'exceptions', 'actions', 'core', 'results', 'core', 'core', 'helpers', 'helpers', 'unicode', 'testing', 'common'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__init__.py | imports=['railroad', 'pip._vendor', 'typing', 'typing', 'jinja2', 'io', 'inspect'] | funcoes=25 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_compat.py | imports=['sys', 'tomllib', 'pip._vendor'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py | imports=['json', 'os', 'sys', 'tempfile', 'contextlib', 'os.path', 'os.path', 'subprocess', '_in_process'] | funcoes=21 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py | imports=['_impl'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py | imports=['json', 'os', 'os.path', 're', 'shutil', 'sys', 'traceback', 'glob', 'importlib', 'os.path', 'zipfile'] | funcoes=21 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py | imports=['importlib.resources'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\adapters.py | imports=['os.path', 'socket', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.poolmanager', 'pip._vendor.urllib3.util', 'pip._vendor.urllib3.util', 'pip._vendor.urllib3.util.retry', 'auth', 'compat', 'cookies', 'exceptions', 'models', 'structures', 'utils', 'pip._vendor.urllib3.contrib.socks'] | funcoes=17 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\api.py | imports=[None] | funcoes=8 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\auth.py | imports=['hashlib', 'os', 're', 'threading', 'time', 'warnings', 'base64', '_internal_utils', 'compat', 'cookies', 'utils'] | funcoes=19 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\certs.py | imports=['os', 'pip._vendor.certifi'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\compat.py | imports=['pip._vendor', 'sys', 'json', 'json', 'collections', 'collections.abc', 'http', 'http.cookies', 'io', 'urllib.parse', 'urllib.request'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\cookies.py | imports=['calendar', 'copy', 'time', '_internal_utils', 'compat', 'threading', 'dummy_threading'] | funcoes=49 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\exceptions.py | imports=['pip._vendor.urllib3.exceptions', 'compat'] | funcoes=2 | classes=25
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\help.py | imports=['json', 'platform', 'ssl', 'sys', 'pip._vendor', 'pip._vendor', None, 'pip._vendor', 'pip._vendor.urllib3.contrib', 'cryptography', 'OpenSSL'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\hooks.py | imports=[] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\models.py | imports=['datetime', 'encodings.idna', 'io', 'pip._vendor.urllib3.exceptions', 'pip._vendor.urllib3.fields', 'pip._vendor.urllib3.filepost', 'pip._vendor.urllib3.util', '_internal_utils', 'auth', 'compat', 'compat', 'compat', 'cookies', 'exceptions', 'exceptions', 'exceptions', 'exceptions', 'exceptions', 'hooks', 'status_codes', 'structures', 'utils', 'pip._vendor'] | funcoes=44 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\packages.py | imports=['sys'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\sessions.py | imports=['os', 'sys', 'time', 'collections', 'datetime', '_internal_utils', 'adapters', 'auth', 'compat', 'cookies', 'exceptions', 'hooks', 'models', 'status_codes', 'structures', 'utils'] | funcoes=28 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\status_codes.py | imports=['structures'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\structures.py | imports=['collections', 'compat'] | funcoes=14 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\utils.py | imports=['codecs', 'contextlib', 'io', 'os', 're', 'socket', 'struct', 'sys', 'tempfile', 'warnings', 'zipfile', 'collections', 'pip._vendor.urllib3.util', None, '__version__', '_internal_utils', 'compat', 'compat', 'compat', 'cookies', 'exceptions', 'structures', 'netrc', 'winreg'] | funcoes=43 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py | imports=['re', 'compat'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\__init__.py | imports=['warnings', 'pip._vendor', 'exceptions', 'pip._vendor.urllib3.exceptions', 'logging', 'logging', None, '__version__', 'api', 'exceptions', 'models', 'sessions', 'status_codes', 'pip._vendor.chardet', 'pip._internal.utils.compat', 'ssl', 'pip._vendor.urllib3.contrib', 'cryptography'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\requests\__version__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py | imports=[] | funcoes=7 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py | imports=[] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py | imports=['collections', 'itertools', 'operator', 'providers', 'structs'] | funcoes=25 | classes=9
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py | imports=['itertools', 'compat'] | funcoes=28 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py | imports=['providers', 'reporters', 'resolvers'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py | imports=['collections.abc', 'collections'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\abc.py | imports=['abc', 'pip._vendor.rich.text'] | funcoes=1 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\align.py | imports=['sys', 'itertools', 'typing', 'constrain', 'jupyter', 'measure', 'segment', 'style', 'typing', 'pip._vendor.typing_extensions', 'console', 'pip._vendor.rich.console', 'pip._vendor.rich.highlighter', 'pip._vendor.rich.panel'] | funcoes=14 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\ansi.py | imports=['re', 'sys', 'contextlib', 'typing', 'color', 'style', 'text', 'io', 'os', 'pty', 'sys', 'console'] | funcoes=5 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\bar.py | imports=['typing', 'color', 'console', 'jupyter', 'measure', 'segment', 'style'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\box.py | imports=['sys', 'typing', '_loop', 'typing', 'pip._vendor.typing_extensions', 'pip._vendor.rich.console', 'pip._vendor.rich.columns', 'pip._vendor.rich.panel', None, 'console', 'table', 'text'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\cells.py | imports=['re', 'functools', 'typing', '_cell_widths'] | funcoes=6 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\color.py | imports=['platform', 're', 'colorsys', 'enum', 'functools', 'typing', '_palettes', 'color_triplet', 'repr', 'terminal_theme', 'terminal_theme', 'text', 'console', 'table', 'text', 'style', 'text'] | funcoes=18 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py | imports=['typing'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\columns.py | imports=['collections', 'itertools', 'operator', 'typing', 'align', 'console', 'constrain', 'measure', 'padding', 'table', 'text', 'jupyter', 'os'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\console.py | imports=['inspect', 'os', 'platform', 'sys', 'threading', 'zlib', 'abc', 'dataclasses', 'datetime', 'functools', 'getpass', 'html', 'inspect', 'itertools', 'math', 'time', 'types', 'typing', 'pip._vendor.rich._null_file', None, '_emoji_replace', '_export_format', '_fileno', '_log_render', 'align', 'color', 'control', 'emoji', 'highlighter', 'markup', 'measure', 'pager', 'pretty', 'protocol', 'region', 'scope', 'screen', 'segment', 'style', 'styled', 'terminal_theme', 'text', 'theme', 'typing', 'pip._vendor.typing_extensions', '_windows', 'live', 'status', '_windows', 'status', 'rule', 'pip._vendor.rich.json', 'traceback', 'pip._vendor.rich.cells', 'jupyter', 'pip._vendor.rich._win32_console', 'pip._vendor.rich._windows_renderer'] | funcoes=114 | classes=16
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\constrain.py | imports=['typing', 'jupyter', 'measure', 'console'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\containers.py | imports=['itertools', 'typing', 'cells', 'measure', 'console', 'text', 'text'] | funcoes=18 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\control.py | imports=['sys', 'time', 'typing', 'segment', 'typing', 'pip._vendor.typing_extensions', 'console', 'pip._vendor.rich.console'] | funcoes=15 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\default_styles.py | imports=['typing', 'style', 'argparse', 'io', 'pip._vendor.rich.console', 'pip._vendor.rich.table', 'pip._vendor.rich.text'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\diagnose.py | imports=['os', 'platform', 'pip._vendor.rich', 'pip._vendor.rich.console', 'pip._vendor.rich.panel', 'pip._vendor.rich.pretty'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\emoji.py | imports=['sys', 'typing', 'jupyter', 'segment', 'style', '_emoji_codes', '_emoji_replace', 'typing', 'pip._vendor.typing_extensions', 'console', 'sys', 'pip._vendor.rich.columns', 'pip._vendor.rich.console'] | funcoes=5 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\errors.py | imports=[] | funcoes=0 | classes=9
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\filesize.py | imports=['typing'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py | imports=['io', 'typing', 'ansi', 'text', 'console'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\highlighter.py | imports=['re', 'abc', 'typing', 'text', 'console', 'json'] | funcoes=6 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\json.py | imports=['pathlib', 'json', 'typing', 'text', 'highlighter', 'argparse', 'sys', 'pip._vendor.rich.console'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\jupyter.py | imports=['typing', None, 'segment', 'terminal_theme', 'pip._vendor.rich.console', 'pip._vendor.rich.console', 'IPython.display'] | funcoes=7 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\layout.py | imports=['abc', 'itertools', 'operator', 'threading', 'typing', '_ratio', 'align', 'console', 'highlighter', 'panel', 'pretty', 'region', 'repr', 'segment', 'style', 'pip._vendor.rich.tree', 'pip._vendor.rich.console', 'pip._vendor.rich.styled', 'pip._vendor.rich.table', 'pip._vendor.rich.tree'] | funcoes=28 | classes=8
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\live.py | imports=['sys', 'threading', 'types', 'typing', None, 'console', 'control', 'file_proxy', 'jupyter', 'live_render', 'screen', 'text', 'random', 'time', 'itertools', 'typing', 'align', 'console', 'live', 'panel', 'rule', 'syntax', 'table', 'IPython.display', 'ipywidgets', 'warnings'] | funcoes=16 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\live_render.py | imports=['sys', 'typing', '_loop', 'console', 'control', 'segment', 'style', 'text', 'typing', 'pip._vendor.typing_extensions'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\logging.py | imports=['logging', 'datetime', 'logging', 'pathlib', 'types', 'typing', 'pip._vendor.rich._null_file', None, '_log_render', 'console', 'highlighter', 'text', 'traceback', 'time'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\markup.py | imports=['re', 'ast', 'operator', 'typing', '_emoji_replace', 'emoji', 'errors', 'style', 'text', 'pip._vendor.rich', 'pip._vendor.rich.table'] | funcoes=7 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\measure.py | imports=['operator', 'typing', None, 'protocol', 'console'] | funcoes=7 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\padding.py | imports=['typing', 'jupyter', 'measure', 'style', 'segment', 'console', 'pip._vendor.rich'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\pager.py | imports=['abc', 'typing', '__main__', 'console'] | funcoes=3 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\palette.py | imports=['math', 'functools', 'typing', 'color_triplet', 'pip._vendor.rich.table', 'colorsys', 'typing', 'pip._vendor.rich.color', 'pip._vendor.rich.console', 'pip._vendor.rich.segment', 'pip._vendor.rich.style', 'pip._vendor.rich.color', 'pip._vendor.rich.style', 'pip._vendor.rich.text', 'pip._vendor.rich.table'] | funcoes=6 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\panel.py | imports=['typing', 'align', 'box', 'cells', 'jupyter', 'measure', 'padding', 'segment', 'style', 'text', 'console', 'console', 'box', 'padding'] | funcoes=7 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\pretty.py | imports=['builtins', 'collections', 'dataclasses', 'inspect', 'os', 'sys', 'array', 'collections', 'dataclasses', 'inspect', 'itertools', 'types', 'typing', 'pip._vendor.rich.repr', None, '_loop', '_pick', 'abc', 'cells', 'highlighter', 'jupyter', 'measure', 'text', 'attr', 'console', 'console', 'pip._vendor.rich', 'typing', 'pip._vendor.rich', 'IPython.core.formatters'] | funcoes=33 | classes=7
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\progress.py | imports=['io', 'sys', 'typing', 'warnings', 'abc', 'collections', 'dataclasses', 'datetime', 'io', 'math', 'mmap', 'operator', 'os', 'threading', 'types', 'typing', None, 'console', 'highlighter', 'jupyter', 'live', 'progress_bar', 'spinner', 'style', 'table', 'text', 'typing', 'pip._vendor.typing_extensions', 'random', 'time', 'panel', 'rule', 'syntax', 'table', 'itertools'] | funcoes=95 | classes=19
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py | imports=['math', 'functools', 'time', 'typing', 'color', 'color_triplet', 'console', 'jupyter', 'measure', 'segment', 'style', 'time'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\prompt.py | imports=['typing', None, 'console', 'text', 'pip._vendor.rich'] | funcoes=18 | classes=7
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\protocol.py | imports=['typing', 'inspect', 'pip._vendor.rich.console', 'pip._vendor.rich.console'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\region.py | imports=['typing'] | funcoes=0 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\repr.py | imports=['inspect', 'functools', 'typing', 'pip._vendor.rich.console'] | funcoes=10 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\rule.py | imports=['typing', 'align', 'cells', 'console', 'jupyter', 'measure', 'style', 'text', 'sys', 'pip._vendor.rich.console'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\scope.py | imports=['collections.abc', 'typing', 'highlighter', 'panel', 'pretty', 'table', 'text', 'console', 'pip._vendor.rich'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\screen.py | imports=['typing', 'segment', 'style', '_loop', 'console', 'pip._vendor.rich.console'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\segment.py | imports=['enum', 'functools', 'itertools', 'logging', 'operator', 'typing', 'cells', 'repr', 'style', 'console', 'pip._vendor.rich.console', 'pip._vendor.rich.syntax', 'pip._vendor.rich.text'] | funcoes=27 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\spinner.py | imports=['typing', '_spinners', 'measure', 'table', 'text', 'console', 'style', 'time', 'columns', 'panel', 'live'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\status.py | imports=['types', 'typing', 'console', 'jupyter', 'live', 'spinner', 'style', 'time', 'console'] | funcoes=9 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\style.py | imports=['sys', 'functools', 'marshal', 'random', 'typing', None, 'color', 'repr', 'terminal_theme'] | funcoes=41 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\styled.py | imports=['typing', 'measure', 'segment', 'style', 'console', 'pip._vendor.rich', 'pip._vendor.rich.panel'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\syntax.py | imports=['os.path', 'platform', 're', 'sys', 'textwrap', 'abc', 'pathlib', 'typing', 'pip._vendor.pygments.lexer', 'pip._vendor.pygments.lexers', 'pip._vendor.pygments.style', 'pip._vendor.pygments.styles', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util', 'pip._vendor.rich.containers', 'pip._vendor.rich.padding', '_loop', 'cells', 'color', 'console', 'jupyter', 'measure', 'segment', 'style', 'text', 'argparse', 'sys', 'pip._vendor.rich.console'] | funcoes=28 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\table.py | imports=['dataclasses', 'typing', None, '_loop', '_pick', '_ratio', 'align', 'jupyter', 'measure', 'padding', 'protocol', 'segment', 'style', 'text', 'console', 'pip._vendor.rich.console', 'pip._vendor.rich.highlighter', 'pip._vendor.rich.table', '_timer'] | funcoes=28 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py | imports=['typing', 'color_triplet', 'palette'] | funcoes=1 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\text.py | imports=['re', 'functools', 'math', 'operator', 'typing', '_loop', '_pick', '_wrap', 'align', 'cells', 'containers', 'control', 'emoji', 'jupyter', 'measure', 'segment', 'style', 'console', 'pip._vendor.rich.console', 'markup', 'markup', 'ansi'] | funcoes=63 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\theme.py | imports=['configparser', 'typing', 'default_styles', 'style'] | funcoes=7 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\themes.py | imports=['default_styles', 'theme'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\traceback.py | imports=['__future__', 'linecache', 'os', 'platform', 'sys', 'dataclasses', 'traceback', 'types', 'typing', 'pip._vendor.pygments.lexers', 'pip._vendor.pygments.token', 'pip._vendor.pygments.token', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util', None, '_loop', 'columns', 'console', 'constrain', 'highlighter', 'panel', 'scope', 'style', 'syntax', 'text', 'theme', 'console', 'sys', 'pip._vendor.rich'] | funcoes=19 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\tree.py | imports=['typing', '_loop', 'console', 'jupyter', 'measure', 'segment', 'style', 'styled', 'pip._vendor.rich.console', 'pip._vendor.rich.markdown', 'pip._vendor.rich.panel', 'pip._vendor.rich.syntax', 'pip._vendor.rich.table'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py | imports=['typing', 're', '_emoji_codes'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_export_format.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_extension.py | imports=['typing', 'pip._vendor.rich.pretty', 'pip._vendor.rich.traceback'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_fileno.py | imports=['__future__', 'typing'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_inspect.py | imports=['__future__', 'inspect', 'inspect', 'typing', 'console', 'control', 'highlighter', 'jupyter', 'panel', 'pretty', 'table', 'text'] | funcoes=12 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_log_render.py | imports=['datetime', 'typing', 'text', 'console', 'table', 'pip._vendor.rich.console', 'containers', 'table'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_loop.py | imports=['typing'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_null_file.py | imports=['types', 'typing'] | funcoes=19 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_palettes.py | imports=['palette'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_pick.py | imports=['typing'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_ratio.py | imports=['sys', 'fractions', 'math', 'typing', 'typing', 'pip._vendor.typing_extensions', 'dataclasses'] | funcoes=3 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_spinners.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_stack.py | imports=['typing'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_timer.py | imports=['time', 'contextlib', 'typing'] | funcoes=1 | classes=0
